Chrom	Strt	End	Relative Read Coverage 5k	Sample
chr1	8395001	8400000	2.914	Shattered
chr1	8400001	8405000	2.208	Shattered
chr1	8405001	8410000	2.074	Shattered
chr1	8410001	8415000	1.865	Shattered
chr1	8415001	8420000	1.762	Shattered
chr1	8420001	8425000	1.75	Shattered
chr1	8425001	8430000	1.716	Shattered
chr1	8430001	8435000	1.838	Shattered
chr1	8435001	8440000	1.724	Shattered
chr1	8440001	8445000	1.442	Shattered
chr1	8445001	8450000	3.737	Shattered
chr1	8450001	8455000	3.043	Shattered
chr1	8455001	8460000	2.87	Shattered
chr1	8460001	8465000	2.815	Shattered
chr1	8465001	8470000	2.29	Shattered
chr1	8470001	8475000	1.828	Shattered
chr1	8475001	8480000	2.359	Shattered
chr1	8480001	8485000	1.553	Shattered
chr1	8485001	8490000	1.642	Shattered
chr1	8490001	8495000	1.967	Shattered
chr1	8495001	8500000	3.922	Shattered
chr1	8500001	8505000	3.481	Shattered
chr1	8505001	8510000	3.086	Shattered
chr1	8515001	8520000	1.284	Shattered
chr1	8520001	8525000	2.645	Shattered
chr1	8525001	8530000	2.566	Shattered
chr1	8530001	8535000	1.692	Shattered
chr1	8535001	8540000	2.554	Shattered
chr1	8540001	8545000	1.464	Shattered
chr1	8545001	8550000	1.686	Shattered
chr1	8550001	8555000	2.258	Shattered
chr1	8555001	8560000	1.75	Shattered
chr1	8560001	8565000	1.889	Shattered
chr1	8565001	8570000	1.638	Shattered
chr1	8570001	8575000	2.983	Shattered
chr1	8575001	8580000	3.333	Shattered
chr1	8580001	8585000	1.945	Shattered
chr1	8585001	8590000	1.95	Shattered
chr1	8590001	8595000	1.681	Shattered
chr1	8595001	8600000	1.736	Shattered
chr1	8600001	8605000	1.562	Shattered
chr1	8605001	8610000	1.979	Shattered
chr1	8610001	8615000	1.765	Shattered
chr1	8615001	8620000	1.704	Shattered
chr1	8620001	8625000	2.197	Shattered
chr1	8625001	8630000	1.542	Shattered
chr1	8630001	8635000	1.859	Shattered
chr1	8635001	8640000	1.749	Shattered
chr1	8640001	8645000	1.859	Shattered
chr1	8645001	8650000	1.109	Shattered
chr1	8650001	8655000	3.003	Shattered
chr1	8655001	8660000	3.533	Shattered
chr1	8660001	8665000	2.657	Shattered
chr1	8665001	8670000	3.302	Shattered
chr1	8670001	8675000	2.268	Shattered
chr1	8675001	8680000	1.875	Shattered
chr1	8680001	8685000	4.024	Shattered
chr1	8685001	8690000	3.431	Shattered
chr1	8690001	8695000	4.288	Shattered
chr1	8695001	8700000	1.74	Shattered
chr1	8700001	8705000	1.854	Shattered
chr1	8705001	8710000	3.478	Shattered
chr1	8710001	8715000	3.096	Shattered
chr1	8715001	8720000	3.693	Shattered
chr1	8720001	8725000	4.019	Shattered
chr1	8725001	8730000	4.342	Shattered
chr1	8730001	8735000	2.835	Shattered
chr1	8735001	8740000	2.563	Shattered
chr1	8740001	8745000	2.992	Shattered
chr1	8745001	8750000	2.516	Shattered
chr1	8750001	8755000	2.275	Shattered
chr1	8755001	8760000	2.605	Shattered
chr1	8760001	8765000	2.43	Shattered
chr1	8765001	8770000	2.031	Shattered
chr1	8770001	8775000	2.094	Shattered
chr1	8775001	8780000	2.26	Shattered
chr1	8780001	8785000	2.088	Shattered
chr1	8785001	8790000	2.228	Shattered
chr1	8790001	8795000	2.547	Shattered
chr1	8795001	8800000	2.736	Shattered
chr1	8800001	8805000	1.979	Shattered
chr1	8805001	8810000	2.255	Shattered
chr1	8810001	8815000	2.203	Shattered
chr1	8815001	8820000	2.195	Shattered
chr1	8820001	8825000	2.178	Shattered
chr1	8825001	8830000	2.189	Shattered
chr1	8830001	8835000	1.971	Shattered
chr1	8835001	8840000	1.802	Shattered
chr1	8840001	8845000	1.507	Shattered
chr1	8845001	8850000	2.88	Shattered
chr1	8850001	8855000	1.975	Shattered
chr1	8855001	8860000	1.666	Shattered
chr1	8860001	8865000	2.318	Shattered
chr1	8865001	8870000	2.935	Shattered
chr1	8870001	8875000	3.527	Shattered
chr1	8875001	8880000	3.351	Shattered
chr1	8880001	8885000	4.075	Shattered
chr1	8885001	8890000	3.323	Shattered
chr1	8890001	8895000	3.019	Shattered
chr1	8895001	8900000	3.382	Shattered
chr1	8900001	8905000	2.101	Shattered
chr1	8905001	8910000	1.867	Shattered
chr1	8910001	8915000	2.328	Shattered
chr1	8915001	8920000	2.391	Shattered
chr1	8920001	8925000	2.743	Shattered
chr1	8925001	8930000	2.695	Shattered
chr1	8930001	8935000	2.829	Shattered
chr1	8935001	8940000	2.675	Shattered
chr1	8940001	8945000	2.982	Shattered
chr1	8945001	8950000	3.198	Shattered
chr1	8950001	8955000	2.349	Shattered
chr1	8955001	8960000	1.768	Shattered
chr1	8960001	8965000	1.874	Shattered
chr1	8965001	8970000	2.089	Shattered
chr1	8970001	8975000	2.323	Shattered
chr1	8975001	8980000	2.609	Shattered
chr1	8980001	8985000	2.864	Shattered
chr1	8985001	8990000	2.249	Shattered
chr1	8990001	8995000	1.64	Shattered
chr1	8995001	9000000	2.371	Shattered
chr1	9000001	9005000	2.702	Shattered
chr1	9005001	9010000	2.376	Shattered
chr1	9010001	9015000	2.203	Shattered
chr1	9015001	9020000	3.32	Shattered
chr1	9020001	9025000	3.259	Shattered
chr1	9025001	9030000	2.972	Shattered
chr1	9030001	9035000	4.006	Shattered
chr1	9035001	9040000	1.521	Shattered
chr1	9040001	9045000	1.889	Shattered
chr1	9045001	9050000	1.583	Shattered
chr1	9050001	9055000	1.67	Shattered
chr1	9055001	9060000	1.565	Shattered
chr1	9060001	9065000	2.612	Shattered
chr1	9065001	9070000	2.456	Shattered
chr1	9070001	9075000	2.898	Shattered
chr1	9075001	9080000	3.133	Shattered
chr1	9080001	9085000	2.899	Shattered
chr1	9085001	9090000	3.415	Shattered
chr1	9090001	9095000	4.107	Shattered
chr1	9095001	9100000	2.799	Shattered
chr1	9100001	9105000	2.644	Shattered
chr1	9105001	9110000	3.345	Shattered
chr1	9110001	9115000	3.299	Shattered
chr1	9115001	9120000	3.269	Shattered
chr1	9120001	9125000	1.756	Shattered
chr1	9125001	9130000	1.981	Shattered
chr1	9130001	9135000	1.954	Shattered
chr1	9135001	9140000	1.805	Shattered
chr1	9140001	9145000	2.886	Shattered
chr1	9145001	9150000	3.536	Shattered
chr1	9150001	9155000	3.09	Shattered
chr1	9155001	9160000	3.245	Shattered
chr1	9160001	9165000	2.774	Shattered
chr1	9165001	9170000	2.686	Shattered
chr1	9170001	9175000	4.385	Shattered
chr1	9175001	9180000	3.125	Shattered
chr1	9180001	9185000	3.399	Shattered
chr1	9185001	9190000	4.355	Shattered
chr1	9190001	9195000	3.936	Shattered
chr1	9195001	9200000	3.396	Shattered
chr1	9200001	9205000	4.063	Shattered
chr1	9205001	9210000	3.043	Shattered
chr1	9210001	9215000	3.125	Shattered
chr1	9215001	9220000	1.731	Shattered
chr1	9220001	9225000	3.37	Shattered
chr1	9225001	9230000	2.494	Shattered
chr1	9230001	9235000	2.574	Shattered
chr1	9235001	9240000	3.165	Shattered
chr1	9240001	9245000	2.721	Shattered
chr1	9245001	9250000	2.958	Shattered
chr1	9250001	9255000	2.769	Shattered
chr1	9255001	9260000	3.358	Shattered
chr1	9260001	9265000	2.582	Shattered
chr1	9265001	9270000	2.377	Shattered
chr1	9270001	9275000	3.737	Shattered
chr1	9275001	9280000	3.544	Shattered
chr1	9280001	9285000	3.552	Shattered
chr1	9285001	9290000	3.511	Shattered
chr1	9290001	9295000	1.85	Shattered
chr1	9295001	9300000	2.394	Shattered
chr1	9300001	9305000	2.512	Shattered
chr1	9305001	9310000	3.012	Shattered
chr1	9310001	9315000	2.653	Shattered
chr1	9315001	9320000	2.695	Shattered
chr1	9320001	9325000	1.976	Shattered
chr1	9325001	9330000	1.956	Shattered
chr1	9330001	9335000	3.191	Shattered
chr1	9335001	9340000	3.396	Shattered
chr1	9340001	9345000	2.261	Shattered
chr1	9345001	9350000	2.899	Shattered
chr1	9350001	9355000	2.699	Shattered
chr1	9355001	9360000	3.521	Shattered
chr1	9360001	9365000	2.47	Shattered
chr1	9365001	9370000	2.133	Shattered
chr1	9370001	9375000	2.358	Shattered
chr1	9375001	9380000	2.541	Shattered
chr1	9380001	9385000	2.864	Shattered
chr1	9385001	9390000	2.9	Shattered
chr1	9390001	9395000	2.883	Shattered
chr1	9395001	9400000	1.954	Shattered
chr1	9400001	9405000	1.65	Shattered
chr1	9405001	9410000	2.712	Shattered
chr1	9410001	9415000	1.939	Shattered
chr1	9415001	9420000	2.8	Shattered
chr1	9420001	9425000	2.658	Shattered
chr1	9425001	9430000	2.483	Shattered
chr1	9430001	9435000	1.613	Shattered
chr1	9435001	9440000	1.997	Shattered
chr1	9440001	9445000	1.698	Shattered
chr1	9445001	9450000	2.719	Shattered
chr1	9450001	9455000	2.942	Shattered
chr1	9455001	9460000	3.899	Shattered
chr1	9460001	9465000	2.444	Shattered
chr1	9465001	9470000	3.117	Shattered
chr1	9470001	9475000	1.791	Shattered
chr1	9475001	9480000	1.106	Shattered
chr1	9480001	9485000	2.803	Shattered
chr1	9485001	9490000	3.419	Shattered
chr1	9490001	9495000	3.269	Shattered
chr1	9495001	9500000	1.891	Shattered
chr1	9500001	9505000	3.257	Shattered
chr1	9505001	9510000	2.277	Shattered
chr1	9510001	9515000	1.808	Shattered
chr1	9515001	9520000	2.54	Shattered
chr1	9520001	9525000	2.562	Shattered
chr1	9525001	9530000	2.882	Shattered
chr1	9530001	9535000	2.403	Shattered
chr1	9535001	9540000	3.522	Shattered
chr1	9540001	9545000	3.067	Shattered
chr1	9545001	9550000	4.791	Shattered
chr1	9550001	9555000	3.787	Shattered
chr1	9555001	9560000	2.061	Shattered
chr1	9560001	9565000	1.957	Shattered
chr1	9565001	9570000	1.925	Shattered
chr1	9570001	9575000	2.897	Shattered
chr1	9575001	9580000	1.941	Shattered
chr1	9580001	9585000	2.595	Shattered
chr1	9585001	9590000	2.823	Shattered
chr1	9590001	9595000	1.761	Shattered
chr1	9595001	9600000	1.75	Shattered
chr1	9600001	9605000	2.869	Shattered
chr1	9605001	9610000	3.596	Shattered
chr1	9610001	9615000	2.327	Shattered
chr1	9615001	9620000	2.009	Shattered
chr1	9620001	9625000	1.987	Shattered
chr1	9625001	9630000	2.181	Shattered
chr1	9630001	9635000	3.644	Shattered
chr1	9635001	9640000	2.03	Shattered
chr1	9640001	9645000	2.629	Shattered
chr1	9645001	9650000	3.092	Shattered
chr1	9650001	9655000	2.819	Shattered
chr1	9655001	9660000	1.884	Shattered
chr1	9660001	9665000	1.73	Shattered
chr1	9665001	9670000	1.652	Shattered
chr1	9670001	9675000	1.894	Shattered
chr1	9675001	9680000	1.703	Shattered
chr1	9680001	9685000	1.135	Shattered
chr1	9685001	9690000	1.656	Shattered
chr1	9690001	9695000	2.02	Shattered
chr1	9695001	9700000	2.469	Shattered
chr1	9700001	9705000	2.819	Shattered
chr1	9705001	9710000	2.396	Shattered
chr1	9710001	9715000	2.359	Shattered
chr1	9715001	9720000	2.404	Shattered
chr1	9720001	9725000	1.96	Shattered
chr1	9725001	9730000	1.79	Shattered
chr1	9730001	9735000	4.161	Shattered
chr1	9735001	9740000	3.766	Shattered
chr1	9740001	9745000	3.416	Shattered
chr1	9745001	9750000	4.304	Shattered
chr1	9750001	9755000	3.637	Shattered
chr1	9755001	9760000	4.18	Shattered
chr1	9760001	9765000	3.656	Shattered
chr1	9765001	9770000	3.611	Shattered
chr1	9770001	9775000	3.64	Shattered
chr1	9775001	9780000	3.816	Shattered
chr1	9780001	9785000	4.234	Shattered
chr1	9785001	9790000	2.485	Shattered
chr1	9790001	9795000	2.569	Shattered
chr1	9795001	9800000	2.631	Shattered
chr1	9800001	9805000	3.233	Shattered
chr1	9805001	9810000	3.199	Shattered
chr1	9810001	9815000	3.129	Shattered
chr1	9815001	9820000	3.917	Shattered
chr1	9820001	9825000	2.444	Shattered
chr1	9825001	9830000	2.917	Shattered
chr1	9830001	9835000	2.161	Shattered
chr1	9835001	9840000	2.404	Shattered
chr1	9840001	9845000	2.958	Shattered
chr1	9845001	9850000	2.47	Shattered
chr1	9850001	9855000	2.392	Shattered
chr1	9855001	9860000	2.529	Shattered
chr1	9860001	9865000	3.029	Shattered
chr1	9865001	9870000	2.579	Shattered
chr1	9870001	9875000	2.831	Shattered
chr1	9875001	9880000	2.545	Shattered
chr1	9880001	9885000	2.282	Shattered
chr1	9885001	9890000	2.353	Shattered
chr1	9890001	9895000	4.322	Shattered
chr1	9895001	9900000	4.354	Shattered
chr1	9900001	9905000	4.096	Shattered
chr1	9905001	9910000	3.596	Shattered
chr1	9910001	9915000	2.918	Shattered
chr1	9915001	9920000	2.991	Shattered
chr1	9920001	9925000	3.847	Shattered
chr1	9925001	9930000	3.58	Shattered
chr1	9930001	9935000	3.288	Shattered
chr1	9935001	9940000	4.2	Shattered
chr1	9940001	9945000	3.502	Shattered
chr1	9945001	9950000	3.652	Shattered
chr1	9950001	9955000	3.509	Shattered
chr1	9960001	9965000	1.934	Shattered
chr1	9965001	9970000	2.171	Shattered
chr1	9970001	9975000	2.363	Shattered
chr1	9975001	9980000	2.398	Shattered
chr1	9980001	9985000	1.527	Shattered
chr1	9985001	9990000	2.168	Shattered
chr1	9990001	9995000	1.924	Shattered
chr1	9995001	10000000	2.346	Shattered
chr1	10000001	10005000	1.721	Shattered
chr1	10005001	10010000	2.34	Shattered
chr1	10010001	10015000	2.554	Shattered
chr1	10015001	10020000	1.753	Shattered
chr1	10020001	10025000	1.93	Shattered
chr1	10025001	10030000	2.696	Shattered
chr1	10030001	10035000	1.48	Shattered
chr1	10035001	10040000	2.27	Shattered
chr1	10040001	10045000	2.252	Shattered
chr1	10045001	10050000	3.282	Shattered
chr1	10050001	10055000	2.534	Shattered
chr1	10055001	10060000	2.949	Shattered
chr1	10060001	10065000	2.965	Shattered
chr1	10065001	10070000	2.682	Shattered
chr1	10070001	10075000	3.25	Shattered
chr1	10075001	10080000	2.888	Shattered
chr1	10080001	10085000	2.252	Shattered
chr1	10085001	10090000	2.305	Shattered
chr1	10090001	10095000	2.511	Shattered
chr1	10095001	10100000	1.732	Shattered
chr1	10100001	10105000	1.706	Shattered
chr1	10105001	10110000	2.441	Shattered
chr1	10110001	10115000	1.954	Shattered
chr1	10115001	10120000	2.557	Shattered
chr1	10120001	10125000	1.991	Shattered
chr1	10125001	10130000	1.774	Shattered
chr1	10130001	10135000	1.458	Shattered
chr1	10135001	10140000	1.803	Shattered
chr1	10140001	10145000	2.039	Shattered
chr1	10145001	10150000	1.926	Shattered
chr1	10150001	10155000	1.544	Shattered
chr1	10155001	10160000	2.349	Shattered
chr1	10160001	10165000	3.785	Shattered
chr1	10165001	10170000	3.231	Shattered
chr1	10170001	10175000	1.95	Shattered
chr1	10175001	10180000	2.179	Shattered
chr1	10180001	10185000	2.009	Shattered
chr1	10185001	10190000	1.584	Shattered
chr1	10190001	10195000	2.347	Shattered
chr1	10195001	10200000	1.707	Shattered
chr1	10200001	10205000	2.806	Shattered
chr1	10205001	10210000	2.419	Shattered
chr1	10210001	10215000	1.961	Shattered
chr1	10215001	10220000	1.705	Shattered
chr1	10220001	10225000	3.429	Shattered
chr1	10225001	10230000	1.993	Shattered
chr1	10230001	10235000	3.717	Shattered
chr1	10235001	10240000	2.992	Shattered
chr1	10240001	10245000	2.388	Shattered
chr1	10245001	10250000	3.325	Shattered
chr1	10250001	10255000	1.79	Shattered
chr1	10255001	10260000	1.751	Shattered
chr1	10260001	10265000	2.271	Shattered
chr1	10265001	10270000	1.916	Shattered
chr1	10270001	10275000	1.738	Shattered
chr1	10275001	10280000	2.189	Shattered
chr1	10280001	10285000	1.79	Shattered
chr1	10285001	10290000	2.191	Shattered
chr1	10290001	10295000	2.106	Shattered
chr1	10295001	10300000	2.231	Shattered
chr1	10300001	10305000	1.628	Shattered
chr1	10305001	10310000	2.751	Shattered
chr1	10310001	10315000	3.188	Shattered
chr1	10315001	10320000	2.178	Shattered
chr1	10320001	10325000	1.924	Shattered
chr1	10325001	10330000	2.356	Shattered
chr1	10330001	10335000	2.14	Shattered
chr1	10335001	10340000	2.262	Shattered
chr1	10340001	10345000	1.704	Shattered
chr1	10345001	10350000	2.104	Shattered
chr1	10350001	10355000	3.087	Shattered
chr1	10355001	10360000	2.202	Shattered
chr1	10360001	10365000	2.194	Shattered
chr1	10365001	10370000	1.598	Shattered
chr1	10370001	10375000	1.6	Shattered
chr1	10375001	10380000	1.921	Shattered
chr1	10380001	10385000	2.118	Shattered
chr1	10385001	10390000	2.404	Shattered
chr1	10390001	10395000	2.916	Shattered
chr1	10395001	10400000	2.237	Shattered
chr1	10400001	10405000	2.983	Shattered
chr1	10405001	10410000	2.542	Shattered
chr1	10410001	10415000	1.611	Shattered
chr1	10415001	10420000	1.922	Shattered
chr1	10420001	10425000	2.681	Shattered
chr1	10425001	10430000	3.123	Shattered
chr1	10430001	10435000	4.199	Shattered
chr1	10435001	10440000	2.857	Shattered
chr1	10440001	10445000	1.97	Shattered
chr1	10445001	10450000	1.818	Shattered
chr1	10450001	10455000	1.779	Shattered
chr1	10455001	10460000	1.885	Shattered
chr1	10460001	10465000	1.989	Shattered
chr1	10465001	10470000	1.794	Shattered
chr1	10470001	10475000	2.473	Shattered
chr1	10475001	10480000	1.772	Shattered
chr1	10480001	10485000	1.911	Shattered
chr1	10485001	10490000	1.72	Shattered
chr1	10490001	10495000	1.918	Shattered
chr1	10495001	10500000	2.109	Shattered
chr1	10500001	10505000	2.016	Shattered
chr1	10505001	10510000	1.895	Shattered
chr1	10510001	10515000	1.934	Shattered
chr1	10515001	10520000	2.053	Shattered
chr1	10520001	10525000	2.274	Shattered
chr1	10530001	10535000	2.355	Shattered
chr1	10535001	10540000	2.685	Shattered
chr1	10540001	10545000	3.154	Shattered
chr1	10545001	10550000	3.802	Shattered
chr1	10550001	10555000	3.628	Shattered
chr1	10555001	10560000	3.727	Shattered
chr1	10560001	10565000	3.3	Shattered
chr1	10565001	10570000	2.522	Shattered
chr1	10570001	10575000	3.87	Shattered
chr1	10575001	10580000	3.909	Shattered
chr1	10580001	10585000	2.279	Shattered
chr1	10585001	10590000	1.569	Shattered
chr1	10590001	10595000	4.612	Shattered
chr1	10595001	10600000	3.474	Shattered
chr1	10600001	10605000	2.748	Shattered
chr1	10605001	10610000	3.268	Shattered
chr1	10610001	10615000	3.514	Shattered
chr1	10615001	10620000	3.271	Shattered
chr1	10620001	10625000	4.63	Shattered
chr1	10625001	10630000	2.555	Shattered
chr1	10630001	10635000	2.888	Shattered
chr1	10635001	10640000	2.877	Shattered
chr1	10640001	10645000	2.708	Shattered
chr1	10645001	10650000	3.319	Shattered
chr1	10650001	10655000	2.393	Shattered
chr1	10655001	10660000	2.732	Shattered
chr1	10660001	10665000	2.755	Shattered
chr1	10665001	10670000	1.659	Shattered
chr1	10670001	10675000	1.821	Shattered
chr1	10675001	10680000	2.166	Shattered
chr1	10680001	10685000	1.927	Shattered
chr1	10685001	10690000	2.462	Shattered
chr1	10690001	10695000	1.747	Shattered
chr1	10695001	10700000	1.859	Shattered
chr1	10700001	10705000	1.819	Shattered
chr1	10705001	10710000	1.254	Shattered
chr1	10710001	10715000	1.56	Shattered
chr1	10715001	10720000	1.962	Shattered
chr1	10720001	10725000	2.437	Shattered
chr1	10725001	10730000	3.316	Shattered
chr1	10730001	10735000	2.999	Shattered
chr1	10735001	10740000	2.946	Shattered
chr1	10740001	10745000	1.878	Shattered
chr1	10745001	10750000	1.645	Shattered
chr1	10750001	10755000	1.716	Shattered
chr1	10755001	10760000	1.727	Shattered
chr1	10760001	10765000	1.74	Shattered
chr1	10765001	10770000	2.061	Shattered
chr1	10770001	10775000	1.628	Shattered
chr1	10775001	10780000	2.683	Shattered
chr1	10780001	10785000	3.418	Shattered
chr1	10785001	10790000	2.239	Shattered
chr1	10790001	10795000	2.508	Shattered
chr1	10795001	10800000	2.317	Shattered
chr1	10800001	10805000	1.982	Shattered
chr1	10805001	10810000	1.851	Shattered
chr1	10810001	10815000	2.703	Shattered
chr1	10815001	10820000	2.146	Shattered
chr1	10820001	10825000	3.533	Shattered
chr1	10825001	10830000	3.877	Shattered
chr1	10830001	10835000	2.71	Shattered
chr1	10835001	10840000	1.814	Shattered
chr1	10840001	10845000	1.748	Shattered
chr1	10845001	10850000	1.605	Shattered
chr1	10850001	10855000	2.372	Shattered
chr1	10855001	10860000	3.149	Shattered
chr1	10860001	10865000	2.915	Shattered
chr1	10865001	10870000	1.866	Shattered
chr1	10870001	10875000	2.099	Shattered
chr1	10875001	10880000	2.219	Shattered
chr1	10880001	10885000	3.063	Shattered
chr1	10885001	10890000	2.725	Shattered
chr1	10890001	10895000	2.16	Shattered
chr1	10895001	10900000	1.976	Shattered
chr1	10900001	10905000	3.557	Shattered
chr1	10905001	10910000	3.729	Shattered
chr1	10910001	10915000	2.695	Shattered
chr1	10915001	10920000	3.522	Shattered
chr1	10920001	10925000	3.895	Shattered
chr1	10925001	10930000	4.75	Shattered
chr1	10930001	10935000	3.578	Shattered
chr1	10935001	10940000	3.118	Shattered
chr1	10940001	10945000	3.407	Shattered
chr1	10945001	10950000	2.844	Shattered
chr1	10950001	10955000	2.068	Shattered
chr1	10955001	10960000	1.581	Shattered
chr1	10960001	10965000	2.131	Shattered
chr1	10965001	10970000	4.968	Shattered
chr1	10970001	10975000	4.538	Shattered
chr1	10975001	10980000	3.094	Shattered
chr1	10980001	10985000	3.628	Shattered
chr1	10985001	10990000	3.276	Shattered
chr1	10990001	10995000	1.867	Shattered
chr1	10995001	11000000	1.745	Shattered
chr1	11000001	11005000	2.031	Shattered
chr1	11005001	11010000	1.606	Shattered
chr1	11010001	11015000	1.9	Shattered
chr1	11015001	11020000	2.175	Shattered
chr1	11020001	11025000	2.029	Shattered
chr1	11025001	11030000	2.073	Shattered
chr1	11030001	11035000	1.642	Shattered
chr1	11035001	11040000	1.692	Shattered
chr1	11040001	11045000	1.807	Shattered
chr1	11045001	11050000	2.854	Shattered
chr1	11050001	11055000	2.06	Shattered
chr1	11055001	11060000	2.402	Shattered
chr1	11060001	11065000	2.556	Shattered
chr1	11065001	11070000	2.707	Shattered
chr1	11070001	11075000	3.103	Shattered
chr1	11075001	11080000	2.663	Shattered
chr1	11080001	11085000	2.116	Shattered
chr1	11085001	11090000	1.821	Shattered
chr1	11090001	11095000	1.951	Shattered
chr1	11095001	11100000	2.013	Shattered
chr1	11100001	11105000	1.968	Shattered
chr1	11105001	11110000	1.687	Shattered
chr1	11110001	11115000	2.58	Shattered
chr1	11115001	11120000	3.289	Shattered
chr1	11120001	11125000	2.793	Shattered
chr1	11125001	11130000	1.895	Shattered
chr1	11130001	11135000	2.854	Shattered
chr1	11135001	11140000	2.729	Shattered
chr1	11140001	11145000	2.892	Shattered
chr1	11145001	11150000	1.818	Shattered
chr1	11150001	11155000	1.453	Shattered
chr1	11155001	11160000	2.101	Shattered
chr1	11160001	11165000	1.89	Shattered
chr1	11165001	11170000	1.972	Shattered
chr1	11170001	11175000	2.171	Shattered
chr1	11175001	11180000	1.827	Shattered
chr1	11180001	11185000	2.58	Shattered
chr1	11185001	11190000	2.751	Shattered
chr1	11190001	11195000	2.176	Shattered
chr1	11195001	11200000	1.697	Shattered
chr1	11200001	11205000	2.59	Shattered
chr1	11205001	11210000	4.133	Shattered
chr1	11210001	11215000	2.302	Shattered
chr1	11215001	11220000	2.314	Shattered
chr1	11220001	11225000	2.119	Shattered
chr1	11225001	11230000	1.633	Shattered
chr1	11230001	11235000	1.794	Shattered
chr1	11235001	11240000	2.342	Shattered
chr1	11240001	11245000	3.238	Shattered
chr1	11245001	11250000	2.745	Shattered
chr1	11250001	11255000	3.473	Shattered
chr1	11255001	11260000	4.06	Shattered
chr1	11260001	11265000	2.55	Shattered
chr1	11265001	11270000	1.821	Shattered
chr1	11270001	11275000	2.032	Shattered
chr1	11275001	11280000	1.721	Shattered
chr1	11280001	11285000	2.149	Shattered
chr1	11285001	11290000	1.476	Shattered
chr1	11290001	11295000	2.693	Shattered
chr1	11295001	11300000	2.837	Shattered
chr1	11300001	11305000	2.483	Shattered
chr1	11305001	11310000	2.438	Shattered
chr1	11310001	11315000	2.102	Shattered
chr1	11315001	11320000	2.287	Shattered
chr1	11320001	11325000	2.569	Shattered
chr1	11325001	11330000	2.689	Shattered
chr1	11330001	11335000	2.258	Shattered
chr1	11335001	11340000	2.115	Shattered
chr1	11340001	11345000	1.961	Shattered
chr1	11345001	11350000	1.808	Shattered
chr1	11350001	11355000	1.548	Shattered
chr1	11355001	11360000	1.836	Shattered
chr1	11360001	11365000	2.051	Shattered
chr1	11365001	11370000	2.621	Shattered
chr1	11370001	11375000	1.805	Shattered
chr1	11375001	11380000	2.879	Shattered
chr1	11380001	11385000	3.465	Shattered
chr1	11385001	11390000	3.015	Shattered
chr1	11390001	11395000	1.939	Shattered
chr1	11395001	11400000	1.83	Shattered
chr1	11400001	11405000	1.944	Shattered
chr1	11405001	11410000	2.867	Shattered
chr1	11410001	11415000	3.449	Shattered
chr1	11415001	11420000	2.449	Shattered
chr1	11420001	11425000	1.724	Shattered
chr1	11425001	11430000	1.734	Shattered
chr1	11430001	11435000	1.885	Shattered
chr1	11435001	11440000	2.125	Shattered
chr1	11440001	11445000	1.761	Shattered
chr1	11445001	11450000	2.215	Shattered
chr1	11450001	11455000	2.213	Shattered
chr1	11455001	11460000	2.078	Shattered
chr1	11460001	11465000	2.029	Shattered
chr1	11465001	11470000	3.295	Shattered
chr1	11470001	11475000	2.126	Shattered
chr1	11475001	11480000	2.188	Shattered
chr1	11480001	11485000	2.751	Shattered
chr1	11485001	11490000	3.656	Shattered
chr1	11490001	11495000	2.385	Shattered
chr1	11495001	11500000	2.461	Shattered
chr1	11500001	11505000	2.211	Shattered
chr1	11505001	11510000	3.291	Shattered
chr1	11510001	11515000	3.079	Shattered
chr1	11515001	11520000	2.801	Shattered
chr1	11520001	11525000	2.169	Shattered
chr1	11525001	11530000	1.829	Shattered
chr1	11530001	11535000	3.341	Shattered
chr1	11535001	11540000	2.237	Shattered
chr1	11540001	11545000	1.906	Shattered
chr1	11545001	11550000	1.839	Shattered
chr1	11550001	11555000	1.984	Shattered
chr1	11555001	11560000	1.78	Shattered
chr1	11560001	11565000	2.1	Shattered
chr1	11565001	11570000	2.182	Shattered
chr1	11570001	11575000	1.663	Shattered
chr1	11575001	11580000	4.062	Shattered
chr1	11580001	11585000	3.082	Shattered
chr1	11585001	11590000	2.851	Shattered
chr1	11590001	11595000	1.881	Shattered
chr1	11595001	11600000	2.403	Shattered
chr1	11600001	11605000	2.209	Shattered
chr1	11605001	11610000	2.928	Shattered
chr1	11610001	11615000	2.031	Shattered
chr1	11615001	11620000	1.669	Shattered
chr1	11620001	11625000	1.892	Shattered
chr1	11625001	11630000	1.747	Shattered
chr1	11630001	11635000	1.838	Shattered
chr1	11635001	11640000	2.674	Shattered
chr1	11640001	11645000	2.064	Shattered
chr1	11645001	11650000	1.433	Shattered
chr1	11650001	11655000	2.268	Shattered
chr1	11655001	11660000	1.841	Shattered
chr1	11660001	11665000	2.297	Shattered
chr1	11665001	11670000	2.781	Shattered
chr1	11670001	11675000	3.082	Shattered
chr1	11675001	11680000	1.903	Shattered
chr1	11680001	11685000	2.009	Shattered
chr1	11685001	11690000	1.85	Shattered
chr1	11690001	11695000	1.911	Shattered
chr1	11695001	11700000	1.565	Shattered
chr1	11700001	11705000	2.013	Shattered
chr1	11705001	11710000	3.86	Shattered
chr1	11710001	11715000	2.659	Shattered
chr1	11715001	11720000	2.317	Shattered
chr1	11720001	11725000	3.015	Shattered
chr1	11725001	11730000	2.584	Shattered
chr1	11730001	11735000	2.617	Shattered
